المنطقة,المدينة,نوع القطاع,نوع الخدمة,التاريخ ميلادي,الرقم المرجعي
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30407633
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30407634
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30407635
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30407726
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30407727
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30407613
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30407614
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30407615
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30407616
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30407638
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30407639
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30407640
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30407713
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30413624
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30413625
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30408642
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30408643
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30407629
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30408625
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30410872
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30407637
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30407724
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30408633
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30408634
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30408628
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30408629
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30408630
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30408631
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30414802
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30418545
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30418546
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30417111
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30417112
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30407607
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30407631
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30408627
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30408638
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30411039
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30414358
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30420955
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30423649
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30423650
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30416619
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30416620
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30416641
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30407710
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30408621
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30418520
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424618
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424774
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424798
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424905
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424915
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30408595
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30408596
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30412164
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30412165
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30416643
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30416644
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30420952
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30421440
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424771
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424772
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424773
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424796
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424797
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424856
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424881
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424882
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424883
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424913
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424914
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30407716
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30420960
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30408632
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30408635
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424673
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424691
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424868
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424901
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30418543
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30418544
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424669
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424670
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424681
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424703
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424722
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424845
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424943
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424813
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424814
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424946
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424666
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424667
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424733
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424734
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424781
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424782
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424817
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424818
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424847
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424848
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424949
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424950
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424974
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30407718
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30421439
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30420959
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30421339
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424663
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424664
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30408639
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424696
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424723
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424754
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424993
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30417110
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30423648
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424682
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424683
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424697
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424724
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424755
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424756
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424700
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424727
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424787
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424991
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424996
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424997
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424801
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424820
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424908
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424918
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424920
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30423646
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30423647
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424768
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424839
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424978
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424979
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424910
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424911
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424963
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424694
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30414357
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424730
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424846
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424894
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30408622
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424786
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30407709
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30421338
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424662
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424863
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424990
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424617
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424770
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424840
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30408597
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424916
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424690
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424866
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424867
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30407612
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30407636
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30416618
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30423643
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30423644
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424803
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424822
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424824
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424994
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30423645
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424736
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424737
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424738
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424952
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424975
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424976
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30413626
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424702
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424962
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424728
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424762
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30421438
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424735
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424819
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424928
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424951
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424661
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424713
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424729
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424763
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424861
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424862
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424998
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424637
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424638
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424709
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424710
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424731
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424859
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30412140
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30420957
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424759
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424923
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424760
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424907
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424639
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424712
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424619
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424620
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424641
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424775
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424804
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424805
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424851
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424855
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424884
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424899
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424957
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424958
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424986
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424732
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424927
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30424973
الخدمات الرقمية,عام,القطاع العام,خدمة إلكترونية,2025/07/01,30407723
