385,main,,,,,,,,,
30f,$F$42,A1,290417,46106.53465277778,,,,,,
30f,$G$42,A1,87335,46106.53465277778,,,,,,
30f,$H$42,A1,26949,46106.53465277778,,,,,,
30f,$J$42,A1,10892,46106.53465277778,,,,,,
30f,$K$42,A1,991927,46106.53465277778,,,,,,
30f,$M$42,A1,190085,46106.53465277778,,,,,,
30f,$N$42,A1,31215,46106.53465277778,,,,,,
30f,$O$42,A1,809,46106.53465277778,,,,,,
30f,$Q$42,A1,2282207,46106.53465277778,,,,,,
30f,$A$140,,#N/A,0,,,,,,
30f,$B$140,,#N/A,0,,,,,,
30f,$C$140,A1,349585,46106.5346875,,,,,,
30f,$D$140,A1,251365,46106.53469907407,,,,,,
30f,$E$140,A1,29279,46106.53469907407,,,,,,
30f,$F$140,A1,231186,46106.53469907407,,,,,,
30f,$G$140,A1,57103,46106.53469907407,,,,,,
30f,$H$140,A1,26786,46106.53469907407,,,,,,
30f,$J$140,A1,10951,46106.53469907407,,,,,,
30f,$K$140,A1,847057,46106.53469907407,,,,,,
30f,$M$140,A1,170907,46106.53469907407,,,,,,
30f,$N$140,A1,37323,46106.53469907407,,,,,,
30f,$O$140,A1,886,46106.53469907407,,,,,,
30f,$Q$140,A1,2012428,46106.53469907407,,,,,,
30f,$A$141,,#N/A,0,,,,,,
30f,$G$14,,Refresh,0,,,,,,
30f,$O$418,,Refresh,0,,,,,,
30f,$N$418,,Refresh,0,,,,,,
30f,$O$417,,Refresh,0,,,,,,
30f,$Q$416,,Refresh,0,,,,,,
30f,$A$416,,Refresh,0,,,,,,
30f,$C$415,,Refresh,0,,,,,,
30f,$D$414,,Refresh,0,,,,,,
30f,$E$413,,Refresh,0,,,,,,
30f,$F$412,,Refresh,0,,,,,,
30f,$G$411,,Refresh,0,,,,,,
30f,$H$410,,Refresh,0,,,,,,
30f,$J$115,,Refresh,0,,,,,,
30f,$M$114,,Refresh,0,,,,,,
30f,$O$113,,Refresh,0,,,,,,
30f,$A$113,,Refresh,0,,,,,,
30f,$C$112,,Refresh,0,,,,,,
30f,$E$14,,Refresh,0,,,,,,
30f,$A$11,,Refresh,0,,,,,,
30f,$J$418,,Refresh,0,,,,,,
30f,$M$416,,Refresh,0,,,,,,
30f,$N$415,,Refresh,0,,,,,,
30f,$O$414,,Refresh,0,,,,,,
30f,$Q$413,,Refresh,0,,,,,,
30f,$A$413,,Refresh,0,,,,,,
30f,$D$411,,Refresh,0,,,,,,
30f,$N$112,,Refresh,0,,,,,,
30f,$M$418,,Refresh,0,,,,,,
30f,$N$417,,Refresh,0,,,,,,
30f,$O$416,,Refresh,0,,,,,,
30f,$Q$415,,Refresh,0,,,,,,
30f,$A$415,,Refresh,0,,,,,,
30f,$C$414,,Refresh,0,,,,,,
30f,$D$413,,Refresh,0,,,,,,
30f,$E$412,,Refresh,0,,,,,,
30f,$F$411,,Refresh,0,,,,,,
30f,$G$410,,Refresh,0,,,,,,
30f,$H$115,,Refresh,0,,,,,,
30f,$K$114,,Refresh,0,,,,,,
30f,$N$113,,Refresh,0,,,,,,
30f,$Q$112,,Refresh,0,,,,,,
30f,$B$112,,Refresh,0,,,,,,
30f,$D$14,,Refresh,0,,,,,,
30f,$D$412,,Refresh,0,,,,,,
30f,$G$115,,Refresh,0,,,,,,
30f,$O$112,,Refresh,0,,,,,,
30f,$H$114,,Refresh,0,,,,,,
30f,$K$418,,Refresh,0,,,,,,
30f,$M$417,,Refresh,0,,,,,,
30f,$N$416,,Refresh,0,,,,,,
30f,$O$415,,Refresh,0,,,,,,
30f,$Q$414,,Refresh,0,,,,,,
30f,$A$414,,Refresh,0,,,,,,
30f,$C$413,,Refresh,0,,,,,,
30f,$E$411,,Refresh,0,,,,,,
30f,$F$410,,Refresh,0,,,,,,
30f,$J$114,,Refresh,0,,,,,,
30f,$M$113,,Refresh,0,,,,,,
30f,$A$112,,Refresh,0,,,,,,
30f,$C$14,,Refresh,0,,,,,,
30f,$K$417,,Refresh,0,,,,,,
30f,$H$418,,Refresh,0,,,,,,
30f,$J$417,,Refresh,0,,,,,,
30f,$K$416,,Refresh,0,,,,,,
30f,$M$415,,Refresh,0,,,,,,
30f,$N$414,,Refresh,0,,,,,,
30f,$O$413,,Refresh,0,,,,,,
30f,$Q$412,,Refresh,0,,,,,,
30f,$A$412,,Refresh,0,,,,,,
30f,$C$411,,Refresh,0,,,,,,
30f,$D$410,,Refresh,0,,,,,,
30f,$E$115,,Refresh,0,,,,,,
30f,$G$114,,Refresh,0,,,,,,
30f,$J$113,,Refresh,0,,,,,,
30f,$M$112,,Refresh,0,,,,,,
30f,$O$14,,Refresh,0,,,,,,
30f,$H$417,,Refresh,0,,,,,,
30f,$J$416,,Refresh,0,,,,,,
30f,$K$415,,Refresh,0,,,,,,
30f,$M$414,,Refresh,0,,,,,,
30f,$N$413,,Refresh,0,,,,,,
30f,$O$412,,Refresh,0,,,,,,
30f,$Q$411,,Refresh,0,,,,,,
30f,$A$411,,Refresh,0,,,,,,
30f,$C$410,,Refresh,0,,,,,,
30f,$D$115,,Refresh,0,,,,,,
30f,$F$114,,Refresh,0,,,,,,
30f,$H$113,,Refresh,0,,,,,,
30f,$K$112,,Refresh,0,,,,,,
30f,$N$14,,Refresh,0,,,,,,
30f,$C$13,,Refresh,0,,,,,,
30f,$J$14,,Refresh,0,,,,,,
30f,$C$418,,Refresh,0,,,,,,
30f,$F$415,,Refresh,0,,,,,,
30f,$H$413,,Refresh,0,,,,,,
30f,$K$411,,Refresh,0,,,,,,
30f,$Q$114,,Refresh,0,,,,,,
30f,$D$113,,Refresh,0,,,,,,
30f,$A$12,,Refresh,0,,,,,,
30f,$C$417,,Refresh,0,,,,,,
30f,$F$414,,Refresh,0,,,,,,
30f,$M$115,,Refresh,0,,,,,,
30f,$E$112,,Refresh,0,,,,,,
30f,$C$416,,Refresh,0,,,,,,
30f,$H$411,,Refresh,0,,,,,,
30f,$Q$113,,Refresh,0,,,,,,
30f,$E$410,,Refresh,0,,,,,,
30f,$G$418,,Refresh,0,,,,,,
30f,$C$115,,Refresh,0,,,,,,
30f,$F$113,,Refresh,0,,,,,,
30f,$D$418,,Refresh,0,,,,,,
30f,$G$415,,Refresh,0,,,,,,
30f,$M$411,,Refresh,0,,,,,,
30f,$O$115,,Refresh,0,,,,,,
30f,$C$114,,Refresh,0,,,,,,
30f,$G$112,,Refresh,0,,,,,,
30f,$C$12,,Refresh,0,,,,,,
30f,$Q$418,,Refresh,0,,,,,,
30f,$D$417,,Refresh,0,,,,,,
30f,$E$416,,Refresh,0,,,,,,
30f,$G$414,,Refresh,0,,,,,,
30f,$J$412,,Refresh,0,,,,,,
30f,$M$410,,Refresh,0,,,,,,
30f,$N$115,,Refresh,0,,,,,,
30f,$B$114,,Refresh,0,,,,,,
30f,$F$112,,Refresh,0,,,,,,
30f,$H$14,,Refresh,0,,,,,,
30f,$P$418,,Refresh,0,,,,,,
30f,$D$416,,Refresh,0,,,,,,
30f,$E$415,,Refresh,0,,,,,,
30f,$G$413,,Refresh,0,,,,,,
30f,$J$411,,Refresh,0,,,,,,
30f,$O$114,,Refresh,0,,,,,,
30f,$C$113,,Refresh,0,,,,,,
30f,$Q$417,,Refresh,0,,,,,,
30f,$E$414,,Refresh,0,,,,,,
30f,$G$412,,Refresh,0,,,,,,
30f,$K$115,,Refresh,0,,,,,,
30f,$B$113,,Refresh,0,,,,,,
30f,$F$418,,Refresh,0,,,,,,
30f,$G$417,,Refresh,0,,,,,,
30f,$H$416,,Refresh,0,,,,,,
30f,$J$415,,Refresh,0,,,,,,
30f,$K$414,,Refresh,0,,,,,,
30f,$M$413,,Refresh,0,,,,,,
30f,$N$412,,Refresh,0,,,,,,
30f,$O$411,,Refresh,0,,,,,,
30f,$Q$410,,Refresh,0,,,,,,
30f,$A$410,,Refresh,0,,,,,,
30f,$E$114,,Refresh,0,,,,,,
30f,$G$113,,Refresh,0,,,,,,
30f,$J$112,,Refresh,0,,,,,,
30f,$M$14,,Refresh,0,,,,,,
30f,$A$13,,Refresh,0,,,,,,
30f,$K$14,,Refresh,0,,,,,,
30f,$E$417,,Refresh,0,,,,,,
30f,$J$413,,Refresh,0,,,,,,
30f,$N$410,,Refresh,0,,,,,,
30f,$A$115,,Refresh,0,,,,,,
30f,$E$113,,Refresh,0,,,,,,
30f,$H$412,,Refresh,0,,,,,,
30f,$D$415,,Refresh,0,,,,,,
30f,$J$410,,Refresh,0,,,,,,
30f,$D$112,,Refresh,0,,,,,,
30f,$C$11,,Refresh,0,,,,,,
30f,$F$115,,Refresh,0,,,,,,
30f,$A$14,,Refresh,0,,,,,,
30f,$E$418,,Refresh,0,,,,,,
30f,$F$417,,Refresh,0,,,,,,
30f,$G$416,,Refresh,0,,,,,,
30f,$H$415,,Refresh,0,,,,,,
30f,$J$414,,Refresh,0,,,,,,
30f,$K$413,,Refresh,0,,,,,,
30f,$M$412,,Refresh,0,,,,,,
30f,$N$411,,Refresh,0,,,,,,
30f,$O$410,,Refresh,0,,,,,,
30f,$Q$115,,Refresh,0,,,,,,
30f,$B$115,,Refresh,0,,,,,,
30f,$D$114,,Refresh,0,,,,,,
30f,$H$112,,Refresh,0,,,,,,
30f,$F$416,,Refresh,0,,,,,,
30f,$H$414,,Refresh,0,,,,,,
30f,$K$412,,Refresh,0,,,,,,
30f,$A$418,,Refresh,0,,,,,,
30f,$K$410,,Refresh,0,,,,,,
30f,$A$114,,Refresh,0,,,,,,
30f,$A$417,,Refresh,0,,,,,,
30f,$F$413,,Refresh,0,,,,,,
30f,$N$114,,Refresh,0,,,,,,
30f,$F$14,,Refresh,0,,,,,,
30f,$C$412,,Refresh,0,,,,,,
30f,$K$113,,Refresh,0,,,,,,
30f,$Q$14,,Refresh,0,,,,,,
